num dimension = 5
size: 4 4 4 4 2 
Hop: 64 paths has 2 hops
Hop: 185 paths has 4 hops
Path: 3991 links has 0 paths
Path: 366 links has 1 paths
Path: 251 links has 2 paths
Data: 40 links has 917504 data size passed through
Data: 16 links has 950272 data size passed through
Data: 249 links has 1048576 data size passed through
Data: 35 links has 1179648 data size passed through
Data: 24 links has 1212416 data size passed through
Data: 31 links has 1867776 data size passed through
Data: 8 links has 1966080 data size passed through
Data: 1 links has 1998848 data size passed through
Data: 154 links has 2097152 data size passed through
Data: 1 links has 2129920 data size passed through
Data: 4 links has 2228224 data size passed through
Data: 14 links has 2260992 data size passed through
Data: 33 links has 2392064 data size passed through
Data: 2 links has 2785280 data size passed through
Data: 3 links has 3833856 data size passed through
Data: 1 links has 3866624 data size passed through
Data: 1 links has 5603328 data size passed through
B_hopbyte: 8 paths has 1864134 hopbytes
B_hopbyte: 42 paths has 2097152 hopbytes
B_hopbyte: 12 paths has 2396744 hopbytes
B_hopbyte: 28 paths has 3728268 hopbytes
B_hopbyte: 126 paths has 4194304 hopbytes
B_hopbyte: 30 paths has 4793488 hopbytes
B_hopbyte: 2 paths has 5592404 hopbytes
B_hopbyte: 1 paths has 11184808 hopbytes
Y_path_copy: 8 paths has 29 copies
Y_path_copy: 42 paths has 32 copies
Y_path_copy: 12 paths has 37 copies
Y_path_copy: 20 paths has 84 copies
Y_path_copy: 1 paths has 85 copies
Y_path_copy: 1 paths has 86 copies
Y_path_copy: 8 paths has 87 copies
Y_path_copy: 126 paths has 96 copies
Y_path_copy: 18 paths has 108 copies
Y_path_copy: 12 paths has 111 copies
Y_path_copy: 1 paths has 255 copies

Test No. 0: Disjoint 32 ranks from 0 to 31 send data to 32 ranks from 480 to 511

M  0 MPI_Alltoallv  msg = 8388608 chunk = 65536  256 3384.1000 75647.8827    32 1 1 1.00 1  536870912 16777216 16777216 16777216.00 16777216     0 0 0 0.00 0    64 2 2 2.00 2     0 0 0 0.00 0  1 1 1.00 1  8388608 8388608 8388608.00 8388608     0 0 0 0.00 0  
Hop: 32 paths has 2 hops
Path: 4544 links has 0 paths
Path: 64 links has 1 paths
Data: 64 links has 8388608 data size passed through
B_hopbyte: 32 paths has 16777216 hopbytes

O  0 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  256 5131.0000 49892.8084   249 9 3 7.78 8  930802448 11184808 1864134 3738162.44 4194304  10076 126 15 40.47 48   868 4 2 3.49 4  10101 101 14 28.45 32  2 1 1.41 1  5570560 917504 1505309.87 1179648  14197 160 14 38.47 32  
Copy: 24 nodes has 14 copies
Copy: 102 nodes has 16 copies
Copy: 24 nodes has 18 copies
Copy: 1 nodes has 25 copies
Copy: 16 nodes has 28 copies
Copy: 3 nodes has 30 copies
Copy: 94 nodes has 32 copies
Copy: 4 nodes has 34 copies
Copy: 1 nodes has 35 copies
Copy: 24 nodes has 36 copies
Copy: 7 nodes has 43 copies
Copy: 1 nodes has 45 copies
Copy: 7 nodes has 46 copies
Copy: 29 nodes has 48 copies
Copy: 3 nodes has 50 copies
Copy: 4 nodes has 51 copies
Copy: 6 nodes has 53 copies
Copy: 1 nodes has 55 copies
Copy: 1 nodes has 58 copies
Copy: 1 nodes has 74 copies
Copy: 1 nodes has 75 copies
Copy: 1 nodes has 101 copies
Hop: 64 paths has 2 hops
Hop: 185 paths has 4 hops
Path: 3991 links has 0 paths
Path: 366 links has 1 paths
Path: 251 links has 2 paths
Data: 56 links has 917504 data size passed through
Data: 249 links has 1048576 data size passed through
Data: 59 links has 1179648 data size passed through
Data: 16 links has 1835008 data size passed through
Data: 15 links has 1900544 data size passed through
Data: 8 links has 1966080 data size passed through
Data: 1 links has 2031616 data size passed through
Data: 154 links has 2097152 data size passed through
Data: 1 links has 2162688 data size passed through
Data: 4 links has 2228224 data size passed through
Data: 14 links has 2293760 data size passed through
Data: 24 links has 2359296 data size passed through
Data: 9 links has 2424832 data size passed through
Data: 2 links has 2752512 data size passed through
Data: 1 links has 3801088 data size passed through
Data: 3 links has 3866624 data size passed through
Data: 1 links has 5570560 data size passed through
B_hopbyte: 8 paths has 1864134 hopbytes
B_hopbyte: 42 paths has 2097152 hopbytes
B_hopbyte: 12 paths has 2396744 hopbytes
B_hopbyte: 28 paths has 3728268 hopbytes
B_hopbyte: 126 paths has 4194304 hopbytes
B_hopbyte: 30 paths has 4793488 hopbytes
B_hopbyte: 2 paths has 5592404 hopbytes
B_hopbyte: 1 paths has 11184808 hopbytes
Y_path_copy: 8 paths has 15 copies
Y_path_copy: 42 paths has 16 copies
Y_path_copy: 12 paths has 19 copies
Y_path_copy: 28 paths has 42 copies
Y_path_copy: 2 paths has 43 copies
Y_path_copy: 126 paths has 48 copies
Y_path_copy: 30 paths has 54 copies
Y_path_copy: 1 paths has 126 copies

Test No. 0: Disjoint 32 ranks from 0 to 31 send data to 32 ranks from 480 to 511

M  0 MPI_Alltoallv  msg = 8388608 chunk = 131072  256 3383.2000 75668.0066    32 1 1 1.00 1  536870912 16777216 16777216 16777216.00 16777216     0 0 0 0.00 0    64 2 2 2.00 2     0 0 0 0.00 0  1 1 1.00 1  8388608 8388608 8388608.00 8388608     0 0 0 0.00 0  
Hop: 32 paths has 2 hops
Path: 4544 links has 0 paths
Path: 64 links has 1 paths
Data: 64 links has 8388608 data size passed through
B_hopbyte: 32 paths has 16777216 hopbytes

O  0 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  256 6640.0000 38554.2169   249 9 3 7.78 8  930802448 11184808 1864134 3738162.44 4194304  5038 63 7 20.23 24   868 4 2 3.49 4  5063 51 7 14.26 16  2 1 1.41 1  5636096 917504 1505309.87 1179648  7111 80 7 19.27 16  
Copy: 24 nodes has 7 copies
Copy: 102 nodes has 8 copies
Copy: 24 nodes has 9 copies
Copy: 16 nodes has 14 copies
Copy: 3 nodes has 15 copies
Copy: 94 nodes has 16 copies
Copy: 5 nodes has 17 copies
Copy: 24 nodes has 18 copies
Copy: 3 nodes has 21 copies
Copy: 5 nodes has 22 copies
Copy: 7 nodes has 23 copies
Copy: 29 nodes has 24 copies
Copy: 5 nodes has 25 copies
Copy: 6 nodes has 26 copies
Copy: 4 nodes has 27 copies
Copy: 1 nodes has 29 copies
Copy: 2 nodes has 37 copies
Copy: 1 nodes has 51 copies
Hop: 64 paths has 2 hops
Hop: 185 paths has 4 hops
Path: 3991 links has 0 paths
Path: 366 links has 1 paths
Path: 251 links has 2 paths
Data: 56 links has 917504 data size passed through
Data: 249 links has 1048576 data size passed through
Data: 59 links has 1179648 data size passed through
Data: 23 links has 1835008 data size passed through
Data: 17 links has 1966080 data size passed through
Data: 155 links has 2097152 data size passed through
Data: 9 links has 2228224 data size passed through
Data: 39 links has 2359296 data size passed through
Data: 3 links has 2490368 data size passed through
Data: 2 links has 2752512 data size passed through
Data: 3 links has 3801088 data size passed through
Data: 1 links has 3932160 data size passed through
Data: 1 links has 5636096 data size passed through
B_hopbyte: 8 paths has 1864134 hopbytes
B_hopbyte: 42 paths has 2097152 hopbytes
B_hopbyte: 12 paths has 2396744 hopbytes
B_hopbyte: 28 paths has 3728268 hopbytes
B_hopbyte: 126 paths has 4194304 hopbytes
B_hopbyte: 30 paths has 4793488 hopbytes
B_hopbyte: 2 paths has 5592404 hopbytes
B_hopbyte: 1 paths has 11184808 hopbytes
Y_path_copy: 4 paths has 7 copies
Y_path_copy: 46 paths has 8 copies
Y_path_copy: 6 paths has 9 copies
Y_path_copy: 6 paths has 10 copies
Y_path_copy: 29 paths has 21 copies
Y_path_copy: 1 paths has 22 copies
Y_path_copy: 126 paths has 24 copies
Y_path_copy: 30 paths has 27 copies
Y_path_copy: 1 paths has 63 copies

Test No. 1
Test No. 1: Disjoint 32 ranks from 0 to 31 send data to 64 ranks from 448 to 511

M  1 MPI_Alltoallv  msg = 8388608 chunk = 32768  512 12096.6000 42325.9428    64 1 1 1.00 1  2684354560 67108864 16777216 41943040.00 41943040     0 0 0 0.00 0   320 8 2 5.00 5     0 0 0 0.00 0  2 1 1.82 2  16777216 8388608 8388608.00 8388608     0 0 0 0.00 0  
Hop: 1 paths has 2 hops
Hop: 6 paths has 3 hops
Hop: 15 paths has 4 hops
Hop: 20 paths has 5 hops
Hop: 15 paths has 6 hops
Hop: 6 paths has 7 hops
Hop: 1 paths has 8 hops
Path: 4432 links has 0 paths
Path: 32 links has 1 paths
Path: 144 links has 2 paths
Data: 32 links has 8388608 data size passed through
Data: 144 links has 16777216 data size passed through
B_hopbyte: 1 paths has 16777216 hopbytes
B_hopbyte: 6 paths has 25165824 hopbytes
B_hopbyte: 15 paths has 33554432 hopbytes
B_hopbyte: 20 paths has 41943040 hopbytes
B_hopbyte: 15 paths has 50331648 hopbytes
B_hopbyte: 6 paths has 58720256 hopbytes
B_hopbyte: 1 paths has 67108864 hopbytes

O  1 OPTIQ_Alltoallv  msg = 8388608 chunk = 32768  512 13991.0000 36594.9539   163 7 1 2.55 2  2710319164 58720256 2396744 16627724.93 13981010  66326 1536 37 406.91 344   803 8 2 4.93 5  66326 982 36 292.19 256  2 1 1.51 2  12582912 1179648 5084880.45 4194304  82735 1494 36 362.87 256  
Copy: 1 nodes has 36 copies
Copy: 1 nodes has 37 copies
Copy: 3 nodes has 51 copies
Copy: 1 nodes has 52 copies
Copy: 8 nodes has 64 copies
Copy: 3 nodes has 73 copies
Copy: 5 nodes has 85 copies
Copy: 1 nodes has 86 copies
Copy: 1 nodes has 102 copies
Copy: 1 nodes has 103 copies
Copy: 1 nodes has 116 copies
Copy: 2 nodes has 121 copies
Copy: 24 nodes has 128 copies
Copy: 2 nodes has 137 copies
Copy: 2 nodes has 149 copies
Copy: 1 nodes has 150 copies
Copy: 1 nodes has 165 copies
Copy: 1 nodes has 170 copies
Copy: 9 nodes has 171 copies
Copy: 1 nodes has 179 copies
Copy: 7 nodes has 192 copies
Copy: 1 nodes has 202 copies
Copy: 11 nodes has 213 copies
Copy: 3 nodes has 214 copies
Copy: 1 nodes has 228 copies
Copy: 1 nodes has 230 copies
Copy: 1 nodes has 231 copies
Copy: 1 nodes has 235 copies
Copy: 1 nodes has 244 copies
Copy: 46 nodes has 256 copies
Copy: 1 nodes has 257 copies
Copy: 1 nodes has 265 copies
Copy: 2 nodes has 277 copies
Copy: 1 nodes has 298 copies
Copy: 2 nodes has 299 copies
Copy: 6 nodes has 320 copies
Copy: 5 nodes has 341 copies
Copy: 1 nodes has 362 copies
Copy: 1 nodes has 363 copies
Copy: 17 nodes has 384 copies
Copy: 1 nodes has 393 copies
Copy: 3 nodes has 405 copies
Copy: 2 nodes has 406 copies
Copy: 2 nodes has 426 copies
Copy: 2 nodes has 435 copies
Copy: 1 nodes has 448 copies
Copy: 2 nodes has 469 copies
Copy: 1 nodes has 470 copies
Copy: 1 nodes has 478 copies
Copy: 6 nodes has 512 copies
Copy: 1 nodes has 520 copies
Copy: 1 nodes has 533 copies
Copy: 2 nodes has 555 copies
Copy: 1 nodes has 564 copies
Copy: 4 nodes has 597 copies
Copy: 1 nodes has 619 copies
Copy: 5 nodes has 640 copies
Copy: 1 nodes has 678 copies
Copy: 1 nodes has 704 copies
Copy: 1 nodes has 719 copies
Copy: 2 nodes has 725 copies
Copy: 2 nodes has 768 copies
Copy: 2 nodes has 832 copies
Copy: 1 nodes has 896 copies
Copy: 1 nodes has 960 copies
Copy: 1 nodes has 982 copies
Hop: 2 paths has 2 hops
Hop: 12 paths has 3 hops
Hop: 50 paths has 4 hops
Hop: 46 paths has 5 hops
Hop: 40 paths has 6 hops
Hop: 11 paths has 7 hops
Hop: 2 paths has 8 hops
Path: 4075 links has 0 paths
Path: 263 links has 1 paths
Path: 270 links has 2 paths
Data: 5 links has 1179648 data size passed through
Data: 3 links has 1212416 data size passed through
Data: 12 links has 1671168 data size passed through
Data: 4 links has 1703936 data size passed through
Data: 53 links has 2097152 data size passed through
Data: 4 links has 2392064 data size passed through
Data: 1 links has 2424832 data size passed through
Data: 41 links has 2785280 data size passed through
Data: 16 links has 2818048 data size passed through
Data: 1 links has 3276800 data size passed through
Data: 2 links has 3342336 data size passed through
Data: 2 links has 3375104 data size passed through
Data: 1 links has 3964928 data size passed through
Data: 164 links has 4194304 data size passed through
Data: 2 links has 4489216 data size passed through
Data: 6 links has 4882432 data size passed through
Data: 1 links has 5373952 data size passed through
Data: 3 links has 5406720 data size passed through
Data: 4 links has 5570560 data size passed through
Data: 28 links has 5603328 data size passed through
Data: 4 links has 5865472 data size passed through
Data: 14 links has 6291456 data size passed through
Data: 20 links has 6979584 data size passed through
Data: 5 links has 7012352 data size passed through
Data: 135 links has 8388608 data size passed through
Data: 2 links has 12582912 data size passed through
B_hopbyte: 2 paths has 2396744 hopbytes
B_hopbyte: 5 paths has 4793488 hopbytes
B_hopbyte: 3 paths has 8388606 hopbytes
B_hopbyte: 24 paths has 8388608 hopbytes
B_hopbyte: 5 paths has 10066326 hopbytes
B_hopbyte: 4 paths has 10485760 hopbytes
B_hopbyte: 11 paths has 11184808 hopbytes
B_hopbyte: 17 paths has 12582912 hopbytes
B_hopbyte: 12 paths has 13981010 hopbytes
B_hopbyte: 7 paths has 16777212 hopbytes
B_hopbyte: 10 paths has 16777216 hopbytes
B_hopbyte: 29 paths has 20971520 hopbytes
B_hopbyte: 20 paths has 25165824 hopbytes
B_hopbyte: 10 paths has 29360128 hopbytes
B_hopbyte: 2 paths has 33554432 hopbytes
B_hopbyte: 1 paths has 41943040 hopbytes
B_hopbyte: 1 paths has 58720256 hopbytes
Y_path_copy: 2 paths has 37 copies
Y_path_copy: 3 paths has 108 copies
Y_path_copy: 2 paths has 111 copies
Y_path_copy: 2 paths has 170 copies
Y_path_copy: 1 paths has 172 copies
Y_path_copy: 24 paths has 192 copies
Y_path_copy: 11 paths has 255 copies
Y_path_copy: 13 paths has 256 copies
Y_path_copy: 4 paths has 258 copies
Y_path_copy: 1 paths has 260 copies
Y_path_copy: 8 paths has 320 copies
Y_path_copy: 8 paths has 340 copies
Y_path_copy: 4 paths has 344 copies
Y_path_copy: 10 paths has 384 copies
Y_path_copy: 5 paths has 425 copies
Y_path_copy: 2 paths has 430 copies
Y_path_copy: 29 paths has 512 copies
Y_path_copy: 20 paths has 640 copies
Y_path_copy: 10 paths has 768 copies
Y_path_copy: 2 paths has 896 copies
Y_path_copy: 1 paths has 1024 copies
Y_path_copy: 1 paths has 1536 copies

Test No. 1: Disjoint 32 ranks from 0 to 31 send data to 64 ranks from 448 to 511

M  1 MPI_Alltoallv  msg = 8388608 chunk = 65536  512 12065.3000 42435.7455    64 1 1 1.00 1  2684354560 67108864 16777216 41943040.00 41943040     0 0 0 0.00 0   320 8 2 5.00 5     0 0 0 0.00 0  2 1 1.82 2  16777216 8388608 8388608.00 8388608     0 0 0 0.00 0  
Hop: 1 paths has 2 hops
Hop: 6 paths has 3 hops
Hop: 15 paths has 4 hops
Hop: 20 paths has 5 hops
Hop: 15 paths has 6 hops
Hop: 6 paths has 7 hops
Hop: 1 paths has 8 hops
Path: 4432 links has 0 paths
Path: 32 links has 1 paths
Path: 144 links has 2 paths
Data: 32 links has 8388608 data size passed through
Data: 144 links has 16777216 data size passed through
B_hopbyte: 1 paths has 16777216 hopbytes
B_hopbyte: 6 paths has 25165824 hopbytes
B_hopbyte: 15 paths has 33554432 hopbytes
B_hopbyte: 20 paths has 41943040 hopbytes
B_hopbyte: 15 paths has 50331648 hopbytes
B_hopbyte: 6 paths has 58720256 hopbytes
B_hopbyte: 1 paths has 67108864 hopbytes

O  1 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  512 13975.0000 36636.8515   163 7 1 2.55 2  2710319164 58720256 2396744 16627724.93 13981010  33162 768 18 203.45 172   803 8 2 4.93 5  33187 490 18 145.56 128  2 1 1.51 2  12582912 1179648 5084757.49 4194304  41379 746 18 181.49 128  
Copy: 2 nodes has 18 copies
Copy: 3 nodes has 25 copies
Copy: 2 nodes has 26 copies
Copy: 8 nodes has 32 copies
Copy: 2 nodes has 36 copies
Copy: 1 nodes has 37 copies
Copy: 2 nodes has 42 copies
Copy: 4 nodes has 43 copies
Copy: 2 nodes has 51 copies
Copy: 1 nodes has 58 copies
Copy: 2 nodes has 61 copies
Copy: 24 nodes has 64 copies
Copy: 1 nodes has 68 copies
Copy: 1 nodes has 69 copies
Copy: 2 nodes has 74 copies
Copy: 1 nodes has 75 copies
Copy: 1 nodes has 83 copies
Copy: 5 nodes has 85 copies
Copy: 5 nodes has 86 copies
Copy: 1 nodes has 90 copies
Copy: 7 nodes has 96 copies
Copy: 1 nodes has 101 copies
Copy: 7 nodes has 106 copies
Copy: 7 nodes has 107 copies
Copy: 1 nodes has 114 copies
Copy: 2 nodes has 116 copies
Copy: 1 nodes has 117 copies
Copy: 1 nodes has 123 copies
Copy: 1 nodes has 127 copies
Copy: 45 nodes has 128 copies
Copy: 1 nodes has 129 copies
Copy: 1 nodes has 133 copies
Copy: 2 nodes has 139 copies
Copy: 1 nodes has 149 copies
Copy: 2 nodes has 150 copies
Copy: 6 nodes has 160 copies
Copy: 2 nodes has 170 copies
Copy: 3 nodes has 171 copies
Copy: 1 nodes has 181 copies
Copy: 1 nodes has 182 copies
Copy: 1 nodes has 191 copies
Copy: 16 nodes has 192 copies
Copy: 1 nodes has 196 copies
Copy: 2 nodes has 202 copies
Copy: 3 nodes has 203 copies
Copy: 2 nodes has 213 copies
Copy: 2 nodes has 218 copies
Copy: 1 nodes has 224 copies
Copy: 3 nodes has 235 copies
Copy: 1 nodes has 238 copies
Copy: 6 nodes has 256 copies
Copy: 1 nodes has 260 copies
Copy: 1 nodes has 266 copies
Copy: 2 nodes has 278 copies
Copy: 1 nodes has 281 copies
Copy: 3 nodes has 298 copies
Copy: 1 nodes has 299 copies
Copy: 1 nodes has 309 copies
Copy: 5 nodes has 320 copies
Copy: 1 nodes has 338 copies
Copy: 1 nodes has 352 copies
Copy: 1 nodes has 359 copies
Copy: 2 nodes has 363 copies
Copy: 2 nodes has 384 copies
Copy: 2 nodes has 416 copies
Copy: 1 nodes has 448 copies
Copy: 1 nodes has 480 copies
Copy: 1 nodes has 490 copies
Hop: 2 paths has 2 hops
Hop: 12 paths has 3 hops
Hop: 50 paths has 4 hops
Hop: 46 paths has 5 hops
Hop: 40 paths has 6 hops
Hop: 11 paths has 7 hops
Hop: 2 paths has 8 hops
Path: 4075 links has 0 paths
Path: 263 links has 1 paths
Path: 270 links has 2 paths
Data: 7 links has 1179648 data size passed through
Data: 1 links has 1245184 data size passed through
Data: 5 links has 1638400 data size passed through
Data: 11 links has 1703936 data size passed through
Data: 53 links has 2097152 data size passed through
Data: 2 links has 2359296 data size passed through
Data: 3 links has 2424832 data size passed through
Data: 20 links has 2752512 data size passed through
Data: 37 links has 2818048 data size passed through
Data: 2 links has 3276800 data size passed through
Data: 2 links has 3342336 data size passed through
Data: 1 links has 3407872 data size passed through
Data: 1 links has 3997696 data size passed through
Data: 164 links has 4194304 data size passed through
Data: 2 links has 4456448 data size passed through
Data: 5 links has 4849664 data size passed through
Data: 1 links has 4915200 data size passed through
Data: 2 links has 5373952 data size passed through
Data: 2 links has 5439488 data size passed through
Data: 19 links has 5570560 data size passed through
Data: 13 links has 5636096 data size passed through
Data: 1 links has 5832704 data size passed through
Data: 3 links has 5898240 data size passed through
Data: 14 links has 6291456 data size passed through
Data: 9 links has 6946816 data size passed through
Data: 16 links has 7012352 data size passed through
Data: 135 links has 8388608 data size passed through
Data: 2 links has 12582912 data size passed through
B_hopbyte: 2 paths has 2396744 hopbytes
B_hopbyte: 5 paths has 4793488 hopbytes
B_hopbyte: 3 paths has 8388606 hopbytes
B_hopbyte: 24 paths has 8388608 hopbytes
B_hopbyte: 5 paths has 10066326 hopbytes
B_hopbyte: 4 paths has 10485760 hopbytes
B_hopbyte: 11 paths has 11184808 hopbytes
B_hopbyte: 17 paths has 12582912 hopbytes
B_hopbyte: 12 paths has 13981010 hopbytes
B_hopbyte: 7 paths has 16777212 hopbytes
B_hopbyte: 10 paths has 16777216 hopbytes
B_hopbyte: 29 paths has 20971520 hopbytes
B_hopbyte: 20 paths has 25165824 hopbytes
B_hopbyte: 10 paths has 29360128 hopbytes
B_hopbyte: 2 paths has 33554432 hopbytes
B_hopbyte: 1 paths has 41943040 hopbytes
B_hopbyte: 1 paths has 58720256 hopbytes
Y_path_copy: 1 paths has 18 copies
Y_path_copy: 1 paths has 19 copies
Y_path_copy: 4 paths has 54 copies
Y_path_copy: 1 paths has 57 copies
Y_path_copy: 1 paths has 84 copies
Y_path_copy: 2 paths has 86 copies
Y_path_copy: 24 paths has 96 copies
Y_path_copy: 2 paths has 125 copies
Y_path_copy: 3 paths has 126 copies
Y_path_copy: 13 paths has 128 copies
Y_path_copy: 8 paths has 129 copies
Y_path_copy: 3 paths has 130 copies
Y_path_copy: 8 paths has 160 copies
Y_path_copy: 4 paths has 168 copies
Y_path_copy: 8 paths has 172 copies
Y_path_copy: 10 paths has 192 copies
Y_path_copy: 3 paths has 210 copies
Y_path_copy: 4 paths has 215 copies
Y_path_copy: 29 paths has 256 copies
Y_path_copy: 20 paths has 320 copies
Y_path_copy: 10 paths has 384 copies
Y_path_copy: 2 paths has 448 copies
Y_path_copy: 1 paths has 512 copies
Y_path_copy: 1 paths has 768 copies

Test No. 1: Disjoint 32 ranks from 0 to 31 send data to 64 ranks from 448 to 511

M  1 MPI_Alltoallv  msg = 8388608 chunk = 131072  512 12158.2000 42111.4968    64 1 1 1.00 1  2684354560 67108864 16777216 41943040.00 41943040     0 0 0 0.00 0   320 8 2 5.00 5     0 0 0 0.00 0  2 1 1.82 2  16777216 8388608 8388608.00 8388608     0 0 0 0.00 0  
Hop: 1 paths has 2 hops
Hop: 6 paths has 3 hops
Hop: 15 paths has 4 hops
Hop: 20 paths has 5 hops
Hop: 15 paths has 6 hops
Hop: 6 paths has 7 hops
Hop: 1 paths has 8 hops
Path: 4432 links has 0 paths
Path: 32 links has 1 paths
Path: 144 links has 2 paths
Data: 32 links has 8388608 data size passed through
Data: 144 links has 16777216 data size passed through
B_hopbyte: 1 paths has 16777216 hopbytes
B_hopbyte: 6 paths has 25165824 hopbytes
B_hopbyte: 15 paths has 33554432 hopbytes
B_hopbyte: 20 paths has 41943040 hopbytes
B_hopbyte: 15 paths has 50331648 hopbytes
B_hopbyte: 6 paths has 58720256 hopbytes
B_hopbyte: 1 paths has 67108864 hopbytes

O  1 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  512 24578.0000 20831.6381   163 7 1 2.55 2  2710319164 58720256 2396744 16627724.93 13981010  16580 384 9 101.72 88   803 8 2 4.93 5  16605 246 9 72.83 64  2 1 1.51 2  12582912 1179648 5084511.58 4194304  20701 374 9 90.79 64  
Copy: 2 nodes has 9 copies
Copy: 1 nodes has 12 copies
Copy: 3 nodes has 13 copies
Copy: 8 nodes has 16 copies
Copy: 3 nodes has 18 copies
Copy: 5 nodes has 21 copies
Copy: 1 nodes has 22 copies
Copy: 2 nodes has 25 copies
Copy: 1 nodes has 26 copies
Copy: 1 nodes has 29 copies
Copy: 2 nodes has 30 copies
Copy: 24 nodes has 32 copies
Copy: 1 nodes has 34 copies
Copy: 1 nodes has 35 copies
Copy: 2 nodes has 37 copies
Copy: 1 nodes has 38 copies
Copy: 2 nodes has 42 copies
Copy: 9 nodes has 43 copies
Copy: 1 nodes has 45 copies
Copy: 7 nodes has 48 copies
Copy: 1 nodes has 50 copies
Copy: 11 nodes has 53 copies
Copy: 3 nodes has 54 copies
Copy: 1 nodes has 57 copies
Copy: 2 nodes has 58 copies
Copy: 1 nodes has 59 copies
Copy: 1 nodes has 61 copies
Copy: 46 nodes has 64 copies
Copy: 1 nodes has 65 copies
Copy: 1 nodes has 67 copies
Copy: 2 nodes has 69 copies
Copy: 1 nodes has 74 copies
Copy: 2 nodes has 75 copies
Copy: 6 nodes has 80 copies
Copy: 5 nodes has 85 copies
Copy: 1 nodes has 90 copies
Copy: 1 nodes has 91 copies
Copy: 17 nodes has 96 copies
Copy: 1 nodes has 99 copies
Copy: 3 nodes has 101 copies
Copy: 2 nodes has 102 copies
Copy: 2 nodes has 106 copies
Copy: 2 nodes has 109 copies
Copy: 1 nodes has 112 copies
Copy: 2 nodes has 117 copies
Copy: 1 nodes has 118 copies
Copy: 1 nodes has 119 copies
Copy: 6 nodes has 128 copies
Copy: 1 nodes has 130 copies
Copy: 1 nodes has 133 copies
Copy: 2 nodes has 139 copies
Copy: 1 nodes has 141 copies
Copy: 4 nodes has 149 copies
Copy: 1 nodes has 155 copies
Copy: 5 nodes has 160 copies
Copy: 1 nodes has 169 copies
Copy: 1 nodes has 176 copies
Copy: 1 nodes has 180 copies
Copy: 2 nodes has 181 copies
Copy: 2 nodes has 192 copies
Copy: 2 nodes has 208 copies
Copy: 1 nodes has 224 copies
Copy: 1 nodes has 240 copies
Copy: 1 nodes has 246 copies
Hop: 2 paths has 2 hops
Hop: 12 paths has 3 hops
Hop: 50 paths has 4 hops
Hop: 46 paths has 5 hops
Hop: 40 paths has 6 hops
Hop: 11 paths has 7 hops
Hop: 2 paths has 8 hops
Path: 4075 links has 0 paths
Path: 263 links has 1 paths
Path: 270 links has 2 paths
Data: 8 links has 1179648 data size passed through
Data: 4 links has 1572864 data size passed through
Data: 12 links has 1703936 data size passed through
Data: 53 links has 2097152 data size passed through
Data: 5 links has 2359296 data size passed through
Data: 41 links has 2752512 data size passed through
Data: 16 links has 2883584 data size passed through
Data: 3 links has 3276800 data size passed through
Data: 2 links has 3407872 data size passed through
Data: 1 links has 3932160 data size passed through
Data: 164 links has 4194304 data size passed through
Data: 2 links has 4587520 data size passed through
Data: 6 links has 4849664 data size passed through
Data: 2 links has 5373952 data size passed through
Data: 6 links has 5505024 data size passed through
